,s.no,latitude,longitude,kelp_biomass_kg_2025,kelp_biomass_kg_past_2015,Temperature ,Salinity level,Ocean Current ,compass_score
2193,2193,36.58993141,-121.967279,0,242,7.986,35.603,0.266,0.6089
2194,2194,36.59020182,-121.9672754,0,478,10.99,34.201,0.174,0.5863
2195,2195,36.95902593,-121.9623157,148,0,12.227,35.888,0.195,0.313
2196,2196,36.95929632,-121.962312,172,0,18.365,34.345,0.121,0.3568
2197,2197,36.95956671,-121.9623084,230,0,13.553,35.19,0.311,0.3793
2198,2198,36.9598371,-121.9623047,472,0,14.953,34.657,0.3,0.3877
2199,2199,36.5631581,-121.9673002,0,329,17.313,34.231,0.12,0.683
2200,2200,36.56342851,-121.9672966,0,927,15.356,34.93,0.187,0.6959
2201,2201,36.56369892,-121.967293,0,844,10.281,34.596,0.208,0.5994
2202,2202,36.56396933,-121.9672894,0,260,20.957,34.394,0.122,0.7589
2203,2203,36.56694382,-121.9672498,128,0,11.334,35.646,0.17,0.2771
2204,2204,36.56721423,-121.9672462,0,348,15.286,36.237,0.215,0.7412
2205,2205,36.56748464,-121.9672426,0,464,14.561,35.022,0.181,0.6797
2206,2206,36.56775505,-121.967239,0,508,13.566,32.814,0.253,0.6412
2207,2207,36.58749484,-121.9669761,0,288,10.508,35.601,0.173,0.6114
2208,2208,36.58776525,-121.9669725,0,214,16.14,34.324,0.222,0.7135
2209,2209,36.58992851,-121.9669437,0,266,15.001,35.308,0.12,0.6649
2210,2210,36.95929338,-121.9619751,148,0,13.658,35.128,0.221,0.3348
2211,2211,36.95956377,-121.9619714,343,0,19.113,34.88,0.194,0.4212
2212,2212,36.95983416,-121.9619677,898,0,10.127,34.365,0.267,0.2701
2213,2213,36.96010455,-121.9619641,437,0,11.888,33.828,0.177,0.2459
2214,2214,36.5631552,-121.966965,0,231,13.599,34.923,0.157,0.6466
2215,2215,36.56342561,-121.9669614,0,368,14.48,34.023,0.154,0.6397
2216,2216,36.56369601,-121.9669578,0,290,13.314,34.661,0.244,0.678
2217,2217,36.56748174,-121.9669074,0,242,21.411,34.156,0.217,0.8093
2218,2218,36.56775214,-121.9669038,0,242,15.785,34.43,0.188,0.6922
2219,2219,36.56829296,-121.9668966,0,280,15.274,35.719,0.18,0.7105
2220,2220,36.56856337,-121.966893,0,732,16.746,37.001,0.204,0.7832
2221,2221,36.5899256,-121.9666083,0,361,12.118,34.902,0.192,0.6347
2222,2222,36.59262967,-121.9665723,0,665,9.556,34.112,0.184,0.5612
2223,2223,36.59290008,-121.9665687,0,560,15.983,34.353,0.266,0.7332
2224,2224,36.60371636,-121.9664244,97,0,10.681,35.475,0.212,0.2811
2225,2225,36.95956082,-121.9616345,183,0,15.297,32.696,0.25,0.3204
2226,2226,36.95983121,-121.9616308,491,0,20.068,33.656,0.236,0.4302
2227,2227,36.9601016,-121.9616271,938,0,12.849,34.346,0.238,0.308
2228,2228,36.96037199,-121.9616235,531,0,11.919,34.219,0.274,0.3048
2229,2229,36.56774924,-121.9665686,0,212,11.404,34.555,0.161,0.5967
2230,2230,36.56829006,-121.9665614,0,585,12.421,34.035,0.258,0.6519
2231,2231,36.56856046,-121.9665578,0,2138,16.205,35.259,0.195,0.7246
2232,2232,36.56883087,-121.9665542,0,2407,10.009,35.133,0.334,0.6705
2233,2233,36.58775943,-121.9663019,771,0,16.525,33.038,0.254,0.3548
2234,2234,36.59100432,-121.9662586,0,332,18.429,34.67,0.135,0.7231
2235,2235,36.59127473,-121.966255,903,0,13.334,35.349,0.137,0.2921
2236,2236,36.59208595,-121.9662442,0,407,12.553,36.151,0.175,0.6659
2237,2237,36.59235636,-121.9662405,0,1354,16.321,34.556,0.22,0.7218
2238,2238,36.59262676,-121.9662369,0,3009,13.249,33.981,0.249,0.6622
2239,2239,36.59289717,-121.9662333,0,619,10.793,34.004,0.212,0.5965
2240,2240,36.60912159,-121.9660168,169,0,13.043,34.023,0.162,0.2657
2241,2241,36.95739475,-121.9613269,125,0,16.999,35.154,0.229,0.4044
2242,2242,36.95766514,-121.9613233,136,0,15.975,33.691,0.195,0.331
2243,2243,36.95793553,-121.9613196,160,0,14.115,33.396,0.093,0.2364
2244,2244,36.95955787,-121.9612975,148,0,19.175,34.713,0.152,0.3972
2245,2245,36.95982826,-121.9612939,355,0,11.489,34.121,0.161,0.2375
2246,2246,36.96009865,-121.9612902,1032,0,13.887,33.847,0.209,0.3013
2247,2247,36.96036904,-121.9612865,997,0,18.95,35.911,0.144,0.4188
2248,2248,36.96063943,-121.9612829,449,0,17.783,34.736,0.218,0.4037
2249,2249,36.56774633,-121.9662334,0,290,15.223,32.259,0.195,0.6305
2250,2250,36.56801674,-121.9662298,0,290,17.239,33.293,0.206,0.7011
2251,2251,36.56828715,-121.9662262,0,231,18.788,33.904,0.115,0.701
2252,2252,36.56855756,-121.9662226,0,896,9.153,34.496,0.088,0.5149
2253,2253,36.56882797,-121.966219,0,1377,15.994,34.026,0.185,0.6847
2254,2254,36.58748611,-121.9659702,494,0,9.599,33.388,0.225,0.2144
2255,2255,36.58775652,-121.9659665,1713,0,12.079,33.427,0.172,0.2371
2256,2256,36.59100141,-121.9659233,219,0,19.22,35.168,0.275,0.471
2257,2257,36.59127182,-121.9659196,230,0,17.339,32.498,0.238,0.3492
2258,2258,36.59181263,-121.9659124,207,0,14.01,33.855,0.228,0.3133
2259,2259,36.59208304,-121.9659088,125,0,14.134,35.219,0.232,0.3519
2260,2260,36.59235345,-121.9659052,0,1648,17.13,33.665,0.204,0.7073
2261,2261,36.59262386,-121.9659016,0,1598,16.686,36.113,0.149,0.7323
2262,2262,36.60398095,-121.96575,374,0,16.733,34.384,0.244,0.3875
2263,2263,36.95766219,-121.9609863,136,0,10.81,36.212,0.216,0.3041
2264,2264,36.96009571,-121.9609533,160,0,17.518,35.218,0.255,0.4291
2265,2265,36.9603661,-121.9609496,667,0,15.116,33.673,0.118,0.2753
2266,2266,36.96063649,-121.9609459,1055,0,13.037,33.58,0.214,0.2806
2267,2267,36.96090688,-121.9609422,207,0,17.199,36.74,0.209,0.438
2268,2268,36.5669322,-121.965909,0,266,15.632,34.37,0.176,0.6818
2269,2269,36.56720261,-121.9659053,0,801,13.252,35.61,0.203,0.68
2270,2270,36.56747302,-121.9659017,0,348,17.223,34.73,0.215,0.7412
2271,2271,36.58775361,-121.9656312,1199,0,17.723,32.556,0.21,0.3441
2272,2272,36.58802402,-121.9656276,1625,0,16.384,33.682,0.237,0.3597
2273,2273,36.58964646,-121.965606,0,336,14.618,33.687,0.19,0.652
2274,2274,36.59018728,-121.9655988,200,0,15.419,34.263,0.219,0.3464
2275,2275,36.59045769,-121.9655951,185,0,18.102,34.914,0.199,0.4049
2276,2276,36.5909985,-121.9655879,872,0,14.099,34.056,0.187,0.2996
2277,2277,36.59126891,-121.9655843,1355,0,16.325,34.651,0.275,0.4018
2278,2278,36.59153932,-121.9655807,1521,0,16.046,34.875,0.211,0.3699
2279,2279,36.59180972,-121.9655771,825,0,16.301,33.022,0.225,0.3356
2280,2280,36.59208013,-121.9655735,571,141,20.442,34.72,0.058,0.375
2281,2281,36.59235054,-121.9655699,195,0,16.821,35.472,0.139,0.3639
2282,2282,36.9560369,-121.9606715,0,231,12.551,34.397,0.172,0.6205
2283,2283,36.95630729,-121.9606678,0,309,18.863,34.104,0.161,0.7304
2284,2284,36.95657768,-121.9606641,0,260,19.24,34.926,0.166,0.7608
2285,2285,36.96009276,-121.9606163,136,0,15.392,35.558,0.222,0.3798
2286,2286,36.96036315,-121.9606126,172,0,11.829,33.613,0.207,0.2544
2287,2287,36.96063354,-121.960609,207,0,13.832,33.286,0.246,0.3047
2288,2288,36.96090393,-121.9606053,230,0,17.154,35.264,0.236,0.4137
2289,2289,36.96117432,-121.9606016,230,0,13.859,33.175,0.145,0.2519
2290,2290,36.96144471,-121.9605979,219,0,15.989,35.074,0.213,0.3748
2291,2291,36.56314357,-121.9656242,0,290,10.172,34.079,0.214,0.5873
2292,2292,36.56341398,-121.9656206,0,606,12.853,35.208,0.162,0.6417
2293,2293,36.56368439,-121.965617,0,148,11.418,34.688,0.15,0.5948
2294,2294,36.56638847,-121.9655809,0,230,14.089,35.006,0.178,0.6687
2295,2295,36.56665888,-121.9655773,0,608,17.035,34.245,0.224,0.7299
2296,2296,36.56692929,-121.9655737,0,2336,8.285,35.882,0.12,0.5487
2297,2297,36.5671997,-121.9655701,0,2178,12.113,33.796,0.22,0.621
2298,2298,36.56747011,-121.9655665,0,536,11.759,34.206,0.189,0.6089
2299,2299,36.56774052,-121.9655629,0,567,16.072,34.209,0.247,0.7218
2300,2300,36.56801092,-121.9655593,0,1238,15.475,33.781,0.209,0.6805
2301,2301,36.59234763,-121.9652346,1193,0,12.248,35.659,0.175,0.2977
2302,2302,36.61181692,-121.9649745,169,0,10.65,36.483,0.232,0.3157
2303,2303,36.61208732,-121.9649709,202,0,11.829,33.166,0.213,0.2462
2304,2304,36.95630434,-121.9603309,0,241,20.699,36.645,0.102,0.8002
2305,2305,36.95684512,-121.9603235,0,260,12.078,34.561,0.22,0.6394
2306,2306,36.95711551,-121.9603198,0,270,20.942,35.856,0.125,0.7967
2307,2307,36.95738591,-121.9603162,0,231,14.473,37.018,0.164,0.7194
2308,2308,36.9603602,-121.9602757,148,0,15.432,35.382,0.197,0.3637
2309,2309,36.96063059,-121.960272,172,0,14.425,32.538,0.26,0.3045
2310,2310,36.96090098,-121.9602684,172,0,13.48,32.106,0.144,0.2173
2311,2311,36.96117137,-121.9602647,160,0,11.969,36.168,0.16,0.2975
2312,2312,36.96144176,-121.960261,172,0,15.222,34.78,0.198,0.345
2313,2313,36.56314066,-121.965289,0,329,15.606,35.762,0.184,0.7201
2314,2314,36.56341107,-121.9652854,0,374,16.345,33.45,0.173,0.6711
2315,2315,36.56638556,-121.9652457,0,961,13.268,34.577,0.221,0.6635
2316,2316,36.56665597,-121.9652421,0,1230,16.782,34.838,0.187,0.7213
2317,2317,36.56692638,-121.9652385,0,2302,16.839,35.002,0.21,0.738
2318,2318,36.56719679,-121.9652349,0,1610,13.592,32.277,0.186,0.5948
2319,2319,36.5674672,-121.9652313,0,670,17.748,35.218,0.294,0.8031
2320,2320,36.56773761,-121.9652277,0,1845,11.366,34.761,0.212,0.6266
2321,2321,36.56800801,-121.9652241,113,2061,18.352,33.771,0.193,0.709
2322,2322,36.56827842,-121.9652205,219,0,19.834,34.767,0.185,0.4279
2323,2323,36.59234472,-121.9648992,746,0,16.867,35.842,0.143,0.3761
2324,2324,36.59261512,-121.9648956,183,0,13.577,33.936,0.17,0.278
2325,2325,36.611814,-121.964639,89,0,15.373,35.902,0.17,0.362
2326,2326,36.95684217,-121.9599866,0,550,14.591,33.545,0.237,0.6714
2327,2327,36.95711256,-121.9599829,0,319,9.401,34.275,0.248,0.5942
2328,2328,36.95792373,-121.9599719,0,266,12.346,33.897,0.276,0.656
2329,2329,36.96062764,-121.9599351,160,0,17.947,37.357,0.182,0.4544
2330,2330,36.96089803,-121.9599314,160,0,13.399,34.085,0.197,0.2917
2331,2331,36.96116842,-121.9599277,148,0,10.921,35.071,0.248,0.2937
2332,2332,36.96143881,-121.9599241,125,0,17.923,34.678,0.241,0.4165
2333,2333,36.9617092,-121.9599204,160,0,18.477,35.498,0.225,0.4398
2334,2334,36.56638265,-121.9649105,0,995,17.178,33.824,0.219,0.7197
2335,2335,36.56665306,-121.9649069,0,1729,13.96,34.571,0.229,0.6808
2336,2336,36.56692347,-121.9649033,0,892,15.509,33.752,0.189,0.6704
2337,2337,36.5677347,-121.9648925,230,0,16.224,34.511,0.214,0.3658
2338,2338,36.59261221,-121.9645603,230,0,13.396,34.313,0.13,0.2639
2339,2339,36.61370393,-121.9642783,190,0,16.662,34.652,0.239,0.3903
2340,2340,36.61613759,-121.9642458,433,0,17.913,34.253,0.201,0.3857
2341,2341,36.95792078,-121.9596349,0,301,10.305,33.783,0.166,0.5585
2342,2342,36.95819117,-121.9596313,0,277,14.224,34.338,0.135,0.6331
2343,2343,36.95846156,-121.9596276,125,0,15.836,35.266,0.208,0.3741
2344,2344,36.96116546,-121.9595908,136,0,12.218,36.41,0.161,0.3089
2345,2345,36.96170624,-121.9595834,136,0,12.547,34.716,0.165,0.2749
2346,2346,36.96197663,-121.9595798,160,0,18.511,34.902,0.283,0.4545
2347,2347,36.96224702,-121.9595761,207,0,11.734,35.093,0.169,0.2705
2348,2348,36.96251741,-121.9595724,207,0,12.952,34.346,0.221,0.3015
2349,2349,36.56205321,-121.964633,0,212,17.438,33.757,0.249,0.7381
2350,2350,36.56232362,-121.9646294,0,555,16.963,35.443,0.171,0.732
2351,2351,36.56259402,-121.9646258,0,221,14.801,34.499,0.289,0.7253
2352,2352,36.56367566,-121.9646114,0,133,11.106,34.134,0.102,0.5509
2353,2353,36.56610933,-121.9645789,0,178,12.682,35.202,0.154,0.6342
2354,2354,36.56637974,-121.9645753,0,884,13.235,33.714,0.2,0.6308
2355,2355,36.56665015,-121.9645717,0,266,18.017,34.154,0.17,0.7197
2356,2356,36.56719097,-121.9645645,548,0,17.652,35.386,0.131,0.3739
2357,2357,36.95791783,-121.959298,0,289,15.539,35.186,0.168,0.6964
2358,2358,36.95818822,-121.9592943,0,313,15.79,34.628,0.229,0.7178
2359,2359,36.95845861,-121.9592907,0,301,13.97,34.515,0.27,0.7001
2360,2360,36.96170329,-121.9592465,125,0,12.858,33.666,0.175,0.2597
2361,2361,36.96197368,-121.9592428,125,0,13.003,33.251,0.184,0.2567
2362,2362,36.96224407,-121.9592391,160,0,15.59,33.638,0.208,0.3286
2363,2363,36.96251446,-121.9592354,219,0,14.904,34.936,0.179,0.3333
2364,2364,36.96278485,-121.9592318,254,0,16.11,32.846,0.148,0.289
2365,2365,36.96305524,-121.9592281,230,0,13.638,34.862,0.165,0.2998
2366,2366,36.5620503,-121.9642978,0,254,18.113,33.986,0.162,0.7134
2367,2367,36.5623207,-121.9642942,0,447,15.666,34.009,0.186,0.6784
2368,2368,36.56259111,-121.9642906,0,309,14.212,33.846,0.305,0.7055
2369,2369,36.56637683,-121.9642401,0,671,11.04,34.556,0.143,0.5806
2370,2370,36.95791488,-121.9589611,0,348,12.094,34.904,0.188,0.6323
2371,2371,36.95818527,-121.9589574,0,289,16.524,35.215,0.212,0.7382
2372,2372,36.95845566,-121.9589537,0,301,11.702,33.888,0.154,0.5823
2373,2373,36.96170034,-121.9589095,148,0,13.976,34.284,0.303,0.3609
2374,2374,36.96197073,-121.9589059,136,0,15.866,34.553,0.245,0.3754
2375,2375,36.96224112,-121.9589022,136,0,12.393,34.666,0.155,0.2657
2376,2376,36.96251151,-121.9588985,160,0,18.481,32.895,0.229,0.3768
2377,2377,36.9627819,-121.9588948,207,0,18.566,35.987,0.166,0.4242
2378,2378,36.96305229,-121.9588911,266,0,14.058,34.204,0.183,0.3005
2379,2379,36.56231779,-121.963959,0,260,13.843,35.593,0.255,0.717
2380,2380,36.5625882,-121.9639554,0,368,16.76,34.998,0.17,0.7164
2381,2381,36.95791192,-121.9586242,0,336,17.665,34.711,0.293,0.7883
2382,2382,36.95818231,-121.9586205,0,313,12.04,34.352,0.314,0.6805
2383,2383,36.96196777,-121.9585689,148,0,9.19,34.198,0.305,0.2667
2384,2384,36.96223816,-121.9585652,136,0,17.062,33.573,0.243,0.3731
2385,2385,36.96250855,-121.9585616,136,0,11.921,33.325,0.182,0.2365
2386,2386,36.96277894,-121.9585579,172,0,16.735,32.973,0.284,0.3723
2387,2387,36.96304933,-121.9585542,230,0,11.661,34.786,0.215,0.2844
2388,2388,36.56664141,-121.963566,347,0,16.606,35.676,0.225,0.4079
2389,2389,36.61342185,-121.9629402,0,266,14.774,35.575,0.219,0.7167
2390,2390,36.61369226,-121.9629366,0,648,15.529,33.449,0.186,0.6617
2391,2391,36.61396267,-121.962933,0,642,20.328,33.078,0.295,0.8003
2392,2392,36.61423307,-121.9629294,0,172,16.018,34.293,0.225,0.7118
2393,2393,36.95844975,-121.9582799,0,277,11.258,34.556,0.18,0.6034
2394,2394,36.95872014,-121.9582762,0,290,13.516,34.363,0.145,0.6249
2395,2395,36.96223521,-121.9582283,148,0,15.299,34.086,0.142,0.3012
2396,2396,36.96250559,-121.9582246,148,0,18.055,35.049,0.174,0.3948
2397,2397,36.96277598,-121.9582209,148,0,14.956,33.906,0.232,0.335
2398,2398,36.56582727,-121.9632416,0,472,11.949,34.409,0.265,0.6556
2399,2399,36.56609768,-121.963238,0,442,14.67,32.631,0.173,0.6181
2400,2400,36.61341893,-121.9626048,0,612,10.92,35.569,0.255,0.6596
2401,2401,36.61368934,-121.9626012,0,812,16.613,32.464,0.244,0.6872
2402,2402,36.61395975,-121.9625976,0,1148,14.828,34.843,0.184,0.682
2403,2403,36.61423015,-121.9625939,0,590,22.081,34.112,0.201,0.8132
2404,2404,36.95844679,-121.9579429,0,289,15.595,31.964,0.257,0.6614
2405,2405,36.95871718,-121.9579392,0,260,11.447,34.521,0.179,0.6057
2406,2406,36.95898757,-121.9579356,0,270,9.372,34.685,0.226,0.5929
2407,2407,36.56609477,-121.9629028,0,486,16.611,33.45,0.24,0.7098
2408,2408,36.56663558,-121.9628956,229,0,10.725,33.827,0.294,0.2818
2409,2409,36.61395683,-121.9622621,0,201,19.36,34.456,0.169,0.7529
2410,2410,36.61422723,-121.9622585,0,419,15.117,34.806,0.217,0.7031
2411,2411,36.959255,-121.9575949,0,251,17.877,36.2,0.188,0.7772
2412,2412,36.96412202,-121.9575286,148,0,16.03,34.702,0.178,0.3488
2413,2413,36.96439241,-121.9575249,183,0,9.646,33.564,0.231,0.2227
2414,2414,36.56663266,-121.9625603,361,0,12.829,34.514,0.208,0.2969
2415,2415,36.95871126,-121.9572654,0,260,18.072,35.038,0.172,0.7439
2416,2416,36.95898165,-121.9572617,0,290,9.809,34.711,0.185,0.5816
2417,2417,36.95925204,-121.957258,0,290,15.987,33.363,0.248,0.6995
2418,2418,36.96438945,-121.9571879,148,0,14.571,31.65,0.194,0.2521
2419,2419,36.60989489,-121.9616457,0,195,19.536,35.122,0.205,0.791
2420,2420,36.9587083,-121.9569285,0,251,14.104,34.881,0.171,0.6623
2421,2421,36.95897869,-121.9569248,0,300,10.542,34.581,0.155,0.5776
2422,2422,36.95924908,-121.9569211,0,309,16.252,34.089,0.147,0.6723
2423,2423,36.96006025,-121.95691,0,251,15.624,34.719,0.12,0.6623
2424,2424,36.96033064,-121.9569063,0,251,16.051,34.532,0.195,0.7035
2425,2425,36.56527479,-121.961908,0,214,16.562,35.192,0.251,0.7579
2426,2426,36.56635642,-121.9618935,582,0,15.051,34.391,0.112,0.289
2427,2427,36.60962156,-121.9613139,0,172,17.255,33.263,0.106,0.6506
2428,2428,36.60989197,-121.9613103,0,576,20.586,35.611,0.228,0.8351
2429,2429,36.95897573,-121.9565878,0,300,13.264,33.658,0.21,0.6349
2430,2430,36.95924612,-121.9565841,0,280,16.272,34.924,0.224,0.7321
2431,2431,36.9597869,-121.9565768,0,280,16.546,34.222,0.119,0.6673
2432,2432,36.96005729,-121.9565731,0,560,13.796,34.784,0.154,0.6454
2433,2433,36.96032768,-121.9565694,0,472,15.11,33.3,0.17,0.6419
2434,2434,36.96059807,-121.9565657,0,324,14.753,33.135,0.2,0.6458
2435,2435,36.96438353,-121.956514,125,0,15.95,36.502,0.163,0.3847
2436,2436,36.96465392,-121.9565103,136,0,14.552,35.493,0.229,0.3653
2437,2437,36.96005433,-121.9562361,0,290,14.66,35.765,0.274,0.7467
2438,2438,36.96032472,-121.9562324,0,566,12.576,33.773,0.22,0.6294
2439,2439,36.96465096,-121.9561734,136,0,16.339,34.165,0.113,0.3089
2440,2440,36.56553936,-121.9612339,303,0,12.997,34.422,0.169,0.2783
2441,2441,36.96464799,-121.9558364,136,0,20.578,33.959,0.249,0.4542
2442,2442,36.96491838,-121.9558327,136,0,6.835,36.306,0.168,0.2051
2443,2443,36.96518877,-121.955829,113,0,15.775,36.022,0.265,0.4203
2444,2444,36.56417855,-121.9602464,0,511,13.507,33.81,0.256,0.6664
2445,2445,36.56444896,-121.9602428,0,722,16.657,32.878,0.189,0.6709
2446,2446,36.56553059,-121.9602283,347,0,17.357,32.947,0.08,0.2817
2447,2447,36.61122937,-121.9596151,227,0,15.53,35.073,0.195,0.3569
2448,2448,36.56390522,-121.9599148,0,156,16.409,35.566,0.267,0.7723
2449,2449,36.56417562,-121.9599112,217,1102,17.639,34.719,0.186,0.6656
2450,2450,36.56444603,-121.9599076,2257,2318,15.032,32.841,0.105,0.2556
2451,2451,36.56471644,-121.959904,153,0,14.173,33.032,0.158,0.2609
2452,2452,36.56363188,-121.9595833,0,181,12.296,34.186,0.096,0.5723
2453,2453,36.56390229,-121.9595796,0,1174,8.96,33.86,0.226,0.5643
2454,2454,36.5641727,-121.959576,104,1912,16.22,34.39,0.179,0.6762
2455,2455,36.56444311,-121.9595724,866,1601,12.182,33.673,0.16,0.3999
2456,2456,36.56119528,-121.9592807,0,521,7.246,34.131,0.28,0.5647
2457,2457,36.56146569,-121.9592771,0,653,17.149,37.06,0.237,0.809
2458,2458,36.56281773,-121.9592589,0,181,12.146,33.562,0.211,0.6113
2459,2459,36.56308814,-121.9592553,0,358,14.177,34.43,0.15,0.642
2460,2460,36.56335855,-121.9592517,0,547,14.268,35.227,0.245,0.7112
2461,2461,36.56362896,-121.959248,0,2077,18.177,34.79,0.188,0.7477
2462,2462,36.56389937,-121.9592444,0,3504,14.507,35.397,0.217,0.7061
2463,2463,36.56416977,-121.9592408,0,1665,11.459,35.286,0.268,0.6695
2464,2464,36.56444018,-121.9592372,0,114,16.959,33.737,0.185,0.6962
2465,2465,36.56092195,-121.9589491,0,329,16.042,33.323,0.241,0.6961
2466,2466,36.56119236,-121.9589455,0,1257,13.066,33.805,0.17,0.6147
2467,2467,36.56146277,-121.9589419,0,590,14.583,35.397,0.158,0.678
2468,2468,36.5625444,-121.9589274,0,892,17.966,34.77,0.18,0.7391
2469,2469,36.56281481,-121.9589237,0,2849,12.372,35.155,0.21,0.655
2470,2470,36.56308521,-121.9589201,0,3504,9.021,36.787,0.192,0.6216
2471,2471,36.56335562,-121.9589165,0,3391,13.023,34.847,0.149,0.6295
2472,2472,36.56362603,-121.9589128,0,3861,13.491,35.999,0.146,0.6659
2473,2473,36.56389644,-121.9589092,0,1329,12.614,33.176,0.169,0.5897
2474,2474,36.56416685,-121.9589056,0,349,14.824,35.314,0.19,0.6966
2475,2475,36.61094724,-121.9582771,0,242,15.439,34.658,0.115,0.6547
2476,2476,36.61121764,-121.9582734,0,254,9.583,34.455,0.144,0.5503
2477,2477,36.56064861,-121.9586176,0,348,15.983,31.955,0.25,0.6652
2478,2478,36.56091902,-121.9586139,0,1345,17.265,34.625,0.192,0.7279
2479,2479,36.56118943,-121.9586103,0,1399,10.351,36.529,0.171,0.6306
2480,2480,36.56227106,-121.9585958,0,572,10.362,34.66,0.301,0.649
2481,2481,36.56254147,-121.9585921,0,3033,15.587,35.875,0.207,0.734
2482,2482,36.56281188,-121.9585885,0,2123,9.461,34.955,0.111,0.5439
2483,2483,36.56308229,-121.9585849,0,1148,17.521,33.491,0.18,0.6985
2484,2484,36.56335269,-121.9585813,0,530,15.89,34.861,0.163,0.6926
2485,2485,36.5636231,-121.9585776,0,336,14.934,34.107,0.196,0.6716
2486,2486,36.56470473,-121.9585631,418,0,19.149,35.223,0.169,0.418
2487,2487,36.61121471,-121.957938,0,195,15.127,35.798,0.218,0.7286
2488,2488,36.96137958,-121.9531852,0,348,14.674,34.859,0.116,0.6454
2489,2489,36.96164997,-121.9531815,0,319,14.014,35.321,0.172,0.6721
2490,2490,36.56037528,-121.958286,0,688,17.371,34.534,0.19,0.7267
2491,2491,36.56064569,-121.9582824,0,1061,12.914,33.866,0.217,0.6368
2492,2492,36.56091609,-121.9582787,0,1467,13.066,34.481,0.195,0.6441
2493,2493,36.5611865,-121.9582751,0,285,16.917,34.987,0.196,0.7322
2494,2494,36.56199773,-121.9582642,0,452,17.043,35.639,0.167,0.7364
2495,2495,36.56226813,-121.9582606,0,2828,17.422,34.644,0.109,0.6899
2496,2496,36.56253854,-121.9582569,0,2324,14.183,35.345,0.223,0.7015
2497,2497,36.56280895,-121.9582533,0,456,8.796,34.731,0.239,0.5894
2498,2498,36.5644314,-121.9582315,195,0,14.095,35.841,0.165,0.3332
2499,2499,36.961647,-121.9528446,0,309,18.746,33.059,0.183,0.713
2500,2500,36.56010194,-121.9579544,0,566,16.487,33.711,0.151,0.6694
2501,2501,36.56037235,-121.9579508,0,1663,12.737,35.208,0.173,0.6449
2502,2502,36.56064276,-121.9579472,0,1340,15.83,35.824,0.212,0.74
2503,2503,36.56091316,-121.9579435,0,648,14.18,36.668,0.17,0.708
2504,2504,36.56172439,-121.9579326,0,260,15.018,34.333,0.137,0.6494
2505,2505,36.5619948,-121.957929,0,2417,15.452,35.997,0.239,0.7504
2506,2506,36.5622652,-121.9579254,0,3756,16.234,33.805,0.31,0.7463
2507,2507,36.56253561,-121.9579217,0,2072,18.833,33.805,0.228,0.7559
2508,2508,36.96164403,-121.9525076,0,300,16.004,35.659,0.255,0.7607
2509,2509,36.96191442,-121.9525039,0,260,15.218,35.256,0.144,0.6799
2510,2510,36.56009901,-121.9576192,0,436,10.003,35.174,0.279,0.6439
2511,2511,36.56036942,-121.9576156,0,1193,11.713,34.85,0.174,0.6166
2512,2512,36.56063983,-121.957612,0,300,19.765,35.218,0.222,0.8063
2513,2513,36.56172146,-121.9575974,0,1334,23.241,32.514,0.206,0.7983
2514,2514,36.56199187,-121.9575938,0,3687,16.709,37.009,0.225,0.7932
2515,2515,36.56226227,-121.9575902,0,3501,17.437,35.49,0.269,0.7914
2516,2516,36.56253268,-121.9575865,0,1099,17.207,33.69,0.231,0.7229
2517,2517,36.5630735,-121.9575793,347,0,19.949,34.52,0.191,0.427
2518,2518,36.5609073,-121.9572731,0,85,10.816,36.638,0.176,0.6448
2519,2519,36.56117771,-121.9572695,0,766,13.415,34.257,0.24,0.6678
2520,2520,36.56144812,-121.9572659,0,1599,15.157,34.221,0.214,0.6878
2521,2521,36.56171853,-121.9572622,0,2545,13.068,33.419,0.211,0.6256
2522,2522,36.56198893,-121.9572586,0,4071,10.819,35.223,0.126,0.5845
2523,2523,36.56225934,-121.957255,0,2114,14.296,36.659,0.194,0.722
2524,2524,36.56252975,-121.9572513,0,319,16.573,34.017,0.185,0.6957
2525,2525,36.51709812,-121.9575262,0,254,14.415,35.036,0.178,0.6757
2526,2526,36.51899099,-121.9575008,0,183,15.896,35.117,0.181,0.7081
2527,2527,36.5192614,-121.9574972,0,183,14.284,34.251,0.196,0.6626
2528,2528,36.56036355,-121.9569452,0,173,16.898,33.773,0.195,0.701
2529,2529,36.56090437,-121.9569379,0,1317,11.81,35.098,0.207,0.6411
2530,2530,36.56117478,-121.9569343,0,3492,10.4,32.592,0.189,0.5421
2531,2531,36.56144519,-121.9569307,0,3486,15.61,35.492,0.196,0.7194
2532,2532,36.56171559,-121.956927,0,3672,13.841,35.129,0.194,0.6749
2533,2533,36.561986,-121.9569234,0,1248,10.285,33.853,0.136,0.5449
2534,2534,36.56225641,-121.9569198,273,0,9.727,33.429,0.263,0.2369
2535,2535,36.62093463,-121.9561297,114,0,11.354,34.481,0.135,0.2309
2536,2536,36.51655437,-121.9571985,0,820,11.47,36.472,0.185,0.6579
2537,2537,36.51682478,-121.9571949,0,2701,14.362,35.351,0.225,0.7061
2538,2538,36.51709519,-121.9571912,0,3383,15.607,34.639,0.19,0.695
2539,2539,36.5173656,-121.9571876,0,442,16.573,35.718,0.144,0.7178
2540,2540,36.56009021,-121.9566137,0,682,12.695,34.07,0.237,0.6477
